Unnamed: 0,labels,headline,__index_level_0__
12676,1,child bored with christmas puppy,7590
4724,0,brain-dead americans defend brain-dead florida woman,9937
8083,1,woman puts cool whip containers to every conceivable use,11206
3552,0,man halfway down giant water slide remembers today 9/11,2509
830,0,firefighter excitedly checks drop-off bin to see if they got any babies while they were out,1052
12459,1,nation's dads announce plans to trade in the dodge for something with a little more zip,7463
3214,1,birthday cards from grandma becoming more religious,9365
6427,2,heineken apologizes for racist ad with new special-release 'blacks only' beer,4067
8069,0,nobel committee awards self peace prize for once,5024
1590,0,whales beach selves in attempt to purchase 'the onion book of known knowledge',1456
11425,0,heavenly authorities arrest god for leaving children in overheating planet,6866
5400,0,texas abortion opponents to cheer selves up with execution,361
5259,0,fashion plate smashed,10134
4205,0,lockheed martin engineer told to make it sear faces off faster,9731
7895,0,gross national product surpassed by grotesque national byproducts,13451
4691,0,area mom issues stern warning on road where she once got a ticket,3145
12090,2,scott pruitt tosses another pvc tube on campfire,12758
2408,2,friends always on best behavior around neil labute,9053
13442,1,"area man too poor to afford movers, too old to get help from his friends",8015
13431,0,"historical archives: by many on-lookers and passers-bye, seen to depart out mortal vale in a boothe",13271
10637,2,chris pine depressed by realization he could probably win governorship somewhere,6424
3395,2,fcc to fine americans who don't keep up with tv shows,9430
1711,2,aides rush on stage to rotate scott walker back to direction of audience,8786
7253,0,government report on illiteracy copied straight from encyclopedia,10908
7615,2,rnc attendee excited to find out what he'll get to boo tonight,540
6726,1,"old, wizened fantasy character confirms that the darkness is rising",4235
8955,1,not very good album takes a little while to get into,5507
8948,1,universe comes to halt as kid flips through first shark book,11552
12147,1,clear theme of obedient children emerging in father's bedtime stories,7290
2833,2,billcosby.com now somehow most eerie site on entire internet,9211
10866,1,inspirational english teacher canceled out by every other teacher at school,12306
291,2,biden urges paul ryan to check out nude scene from 'porky's' on phone,754
487,2,cnn producer on hunt for saddest-looking fuck with convention button collection,8303
2603,2,heritage foundation lowers another retired gop senator into vat of strategists,2003
3608,2,rick perry apologizes for trying to outdo fellow cabinet members by using $72 million of taxpayer funds on lampshade,2542
12352,1,definition of fudge-tastic stretched,7406
11580,1,baby has sinking feeling he left home without oversize multicolor plastic keys,12564
8420,1,relationship experts recommend telling woman you would die for her at outset of first date,5218
11550,2,heroin addicts pressure president to stay course in afghanistan,6948
6774,2,cia on torture memo: 'we need to stop writing this stuff down',4271
969,0,man always gets little rush out of telling people john lennon beat wife,100
9356,0,desperate chives marketing board launches 'big bowl o' chives in the mornin'' campaign,5735
8681,1,trail of ants better be leading toward something delicious,5362
7621,1,little butterball holding up ice cream line,4766
10723,2,"2012 was once considered hottest year on record, man in 2024 remembers wistfully",6473
7825,1,man has mixed feelings about $39 flight,4880
754,0,nancy grace seen in graveyard sucking marrow from caylee anthony's bones,8423
2,1,mother comes pretty close to using word 'streaming' correctly,601
4183,1,report: mothers not paying attention to 80% of cool things nation's boys do,9722
12763,1,man's only contribution to house search periodically telling wife he wishes he knew how to help,13013
12583,2,poll finds americans still fiercely divided along charlotte brontë–emily brontë lines,7536
3387,0,bankrupt toys 'r' us forced to euthanize thousands of hatchimals,2431
820,2,"trump offers clear, historical precedent for deploying u.s. military with no provocation",1044
6306,0,dvd contains 87 minutes of previously unseen movie,10564
1791,0,"beyond meat researchers announce creation of fully conscious, plant-based veal calf",1557
8040,2,embarrassed alexandria ocasio-cortez can only afford american flag pin with 19 stars,5009
1650,2,republicans condemn akin's comments as blemish on party's otherwise spotless women's rights record,1487
3742,1,neighborhood would make a great video game level,9565
11505,0,hard to tell if wikipedia entry on dada has been vandalized or not,12540
13369,2,new film only stars one eddie  murphy,7969
2784,2,michael bennet quietly asks aide if polling at n/a is good or bad,2115
10408,0,area new york times 98 percent unread,12109
8925,1,storybook romance leads to in-flight-magazine marriage,5491
3829,2,"online activists unsure about offensiveness of article, figure they'll destroy author's life just in case",9594
34,1,drunk driver in the zone,618
5742,2,governor demands to know which star on american flag is iowa's,10333
11755,2,despondent sean spicer returned to locked kitchen cupboard following press briefing,7065
10557,0,petting zoo all goats,6384
5145,0,area man maps out drinking strategy,3396
1867,0,reddi wip canister used as directed,1600
3195,1,breaking: drunk teen going 100 mph down slick highway is invincible,9359
3683,0,bush acquired by martian zoo,9545
1893,2,morale low at state department after only employee fired,1615
2146,0,bunch of hick nobodies sue for toxic-waste exposure,1752
12809,0,new ups extended-tracking numbers give customers updates on delivery driver's location for years after package drop-off,7663
11405,1,that guy from that one show to make guest appearance on that other show,12507
2728,1,three of man's closest relationships with brands,2083
157,1,bartender hurt by unfinished drink,8178
11717,2,miley cyrus apologizes for breasts,12623
4316,2,"gm announces money saved from layoffs to fund massive investment in lake homes, private jets",9782
1489,1,dive-bombing osprey better emerge from lake with something awesome to show for it,8704
5578,0,red cross issues reminder they can't accept donations from people with loose blood cupped in hands,10263
8291,0,stouffer's debuts new frozen meals to bring neighbors after death in family,5147
6303,0,alcohol unfairly blamed for local man's impaired judgment,10561
140,1,money spent for old time's sake,675
3612,2,hillary clinton issues single-word victory speech following super tuesday results,2545
116,1,report: 50% of heaven's population just assholes who begged for forgiveness at last second,8166
8474,0,study links clinical depression to getting dunked on,11354
6277,2,mitch mcconnell reminds senators that they'll have to make up government shutdown days at end of year,3999
12586,2,roomba claims another pet gerbil,12949
8201,1,"houseguest given entire rundown on input 1, input 2",5096
6325,1,coworker with fluorescent bike vest treats office to futuristic light show on way to desk,175
11916,0,oxford english dictionary to add 'skype' and 'coat' to latest edition,7149
5554,0,ovarian cancer gets publicist,3609
6610,0,slain cop had only 37 years until retirement,10685
5896,2,cnn opens up 24-hour anonymous tip line for anyone with synonyms for 'mueller closing in',3787
9752,1,jogger thinks he looks great,5955
4030,0,5-year-old explorer makes contact with life-forms in adjacent booth,9660
3012,2,jimmy carter concerned desire for fresh faces in democratic party may hurt his chances in 2020,2225
4509,2,obama resigns from presidency after michelle lands dream job in seattle,3049
12980,0,seven-foot-tall animatronic rodent terrifies birthday boy,13104
948,1,mad lib filled with swears,1126
11718,2,"'fly, my pretties,' says jeff bezos releasing swarm of amazon drones to hunt down nude photos",7039
12655,0,vain galápagos tortoise trying to pass for 90,12976
2920,0,national essay writing contest now accepting video submissions,9247
3410,2,zuckerberg wishes old people would stop commenting on facebook,2441
1325,2,clinton campaign asks cnn to stock dressing room with 4 pounds of flavorless protein paste,1322
